date_pk,date_id,date,day,month,quarter,year,day_of_week,the_day,the_month
3484,19980701,1998-07-01,1,7,Q3,1998,3,Wednesday,July
3485,19980708,1998-07-08,8,7,Q3,1998,3,Wednesday,July
3486,19980713,1998-07-13,13,7,Q3,1998,1,Monday,July
3487,19980715,1998-07-15,15,7,Q3,1998,3,Wednesday,July
3488,19980722,1998-07-22,22,7,Q3,1998,3,Wednesday,July
3489,19980726,1998-07-26,26,7,Q3,1998,7,Sunday,July
3490,19980729,1998-07-29,29,7,Q3,1998,3,Wednesday,July
3491,19980801,1998-08-01,1,8,Q3,1998,6,Saturday,August
3492,19980805,1998-08-05,5,8,Q3,1998,3,Wednesday,August
3493,19980815,1998-08-15,15,8,Q3,1998,6,Saturday,August
3494,19980818,1998-08-18,18,8,Q3,1998,2,Tuesday,August
3495,19980825,1998-08-25,25,8,Q3,1998,2,Tuesday,August
3496,19980826,1998-08-26,26,8,Q3,1998,3,Wednesday,August
3497,19980901,1998-09-01,1,9,Q3,1998,2,Tuesday,September
3498,19980907,1998-09-07,7,9,Q3,1998,1,Monday,September
3499,19980911,1998-09-11,11,9,Q3,1998,5,Friday,September
3500,19980912,1998-09-12,12,9,Q3,1998,6,Saturday,September
3501,19980919,1998-09-19,19,9,Q3,1998,6,Saturday,September
3502,19980921,1998-09-21,21,9,Q3,1998,1,Monday,September
3503,19980922,1998-09-22,22,9,Q3,1998,2,Tuesday,September
3504,19980923,1998-09-23,23,9,Q3,1998,3,Wednesday,September
3505,19980926,1998-09-26,26,9,Q3,1998,6,Saturday,September
3506,19980930,1998-09-30,30,9,Q3,1998,3,Wednesday,September
3507,19981003,1998-10-03,3,10,Q4,1998,6,Saturday,October
3508,19981007,1998-10-07,7,10,Q4,1998,3,Wednesday,October
3509,19981010,1998-10-10,10,10,Q4,1998,6,Saturday,October
3510,19981014,1998-10-14,14,10,Q4,1998,3,Wednesday,October
3511,19981016,1998-10-16,16,10,Q4,1998,5,Friday,October
3512,19981017,1998-10-17,17,10,Q4,1998,6,Saturday,October
3513,19981024,1998-10-24,24,10,Q4,1998,6,Saturday,October
3514,19981028,1998-10-28,28,10,Q4,1998,3,Wednesday,October
3515,19981031,1998-10-31,31,10,Q4,1998,6,Saturday,October
3516,19981104,1998-11-04,4,11,Q4,1998,3,Wednesday,November
3517,19981107,1998-11-07,7,11,Q4,1998,6,Saturday,November
3518,19981114,1998-11-14,14,11,Q4,1998,6,Saturday,November
3519,19981116,1998-11-16,16,11,Q4,1998,1,Monday,November
3520,19981117,1998-11-17,17,11,Q4,1998,2,Tuesday,November
3521,19981118,1998-11-18,18,11,Q4,1998,3,Wednesday,November
3522,19981125,1998-11-25,25,11,Q4,1998,3,Wednesday,November
3523,19981130,1998-11-30,30,11,Q4,1998,1,Monday,November
3524,19981207,1998-12-07,7,12,Q4,1998,1,Monday,December
3525,19990102,1999-01-02,2,1,Q1,1999,6,Saturday,January
3526,19990123,1999-01-23,23,1,Q1,1999,6,Saturday,January
3527,19990125,1999-01-25,25,1,Q1,1999,1,Monday,January
3528,19990129,1999-01-29,29,1,Q1,1999,5,Friday,January
3529,19990130,1999-01-30,30,1,Q1,1999,6,Saturday,January
3530,19990203,1999-02-03,3,2,Q1,1999,3,Wednesday,February
3531,19990210,1999-02-10,10,2,Q1,1999,3,Wednesday,February
3532,19990213,1999-02-13,13,2,Q1,1999,6,Saturday,February
3533,19990217,1999-02-17,17,2,Q1,1999,3,Wednesday,February
3534,19990220,1999-02-20,20,2,Q1,1999,6,Saturday,February
3535,19990226,1999-02-26,26,2,Q1,1999,5,Friday,February
3536,19990228,1999-02-28,28,2,Q1,1999,7,Sunday,February
3537,19990306,1999-03-06,6,3,Q1,1999,6,Saturday,March
3538,19990317,1999-03-17,17,3,Q1,1999,3,Wednesday,March
3539,19990324,1999-03-24,24,3,Q1,1999,3,Wednesday,March
3540,19990326,1999-03-26,26,3,Q1,1999,5,Friday,March
3541,19990329,1999-03-29,29,3,Q1,1999,1,Monday,March
3542,19990403,1999-04-03,3,4,Q2,1999,6,Saturday,April
3543,19990407,1999-04-07,7,4,Q2,1999,3,Wednesday,April
3544,19990409,1999-04-09,9,4,Q2,1999,5,Friday,April
3545,19990410,1999-04-10,10,4,Q2,1999,6,Saturday,April
3546,19990414,1999-04-14,14,4,Q2,1999,3,Wednesday,April
3547,19990420,1999-04-20,20,4,Q2,1999,2,Tuesday,April
3548,19990421,1999-04-21,21,4,Q2,1999,3,Wednesday,April
3549,19990424,1999-04-24,24,4,Q2,1999,6,Saturday,April
3550,19990428,1999-04-28,28,4,Q2,1999,3,Wednesday,April
3551,19990501,1999-05-01,1,5,Q2,1999,6,Saturday,May
3552,19990505,1999-05-05,5,5,Q2,1999,3,Wednesday,May
3553,19990507,1999-05-07,7,5,Q2,1999,5,Friday,May
3554,19990508,1999-05-08,8,5,Q2,1999,6,Saturday,May
3555,19990511,1999-05-11,11,5,Q2,1999,2,Tuesday,May
3556,19990512,1999-05-12,12,5,Q2,1999,3,Wednesday,May
3557,19990515,1999-05-15,15,5,Q2,1999,6,Saturday,May
3558,19990519,1999-05-19,19,5,Q2,1999,3,Wednesday,May
3559,19990525,1999-05-25,25,5,Q2,1999,2,Tuesday,May
3560,19990526,1999-05-26,26,5,Q2,1999,3,Wednesday,May
3561,19990529,1999-05-29,29,5,Q2,1999,6,Saturday,May
3562,19990531,1999-05-31,31,5,Q2,1999,1,Monday,May
3563,19990604,1999-06-04,4,6,Q2,1999,5,Friday,June
3564,19990619,1999-06-19,19,6,Q2,1999,6,Saturday,June
3565,19990628,1999-06-28,28,6,Q2,1999,1,Monday,June
3566,19990712,1999-07-12,12,7,Q3,1999,1,Monday,July
3567,19990724,1999-07-24,24,7,Q3,1999,6,Saturday,July
3568,19990731,1999-07-31,31,7,Q3,1999,6,Saturday,July
3569,19990821,1999-08-21,21,8,Q3,1999,6,Saturday,August
3570,19990828,1999-08-28,28,8,Q3,1999,6,Saturday,August
3571,19990906,1999-09-06,6,9,Q3,1999,1,Monday,September
3572,19990910,1999-09-10,10,9,Q3,1999,5,Friday,September
3573,19990918,1999-09-18,18,9,Q3,1999,6,Saturday,September
3574,19990919,1999-09-19,19,9,Q3,1999,7,Sunday,September
3575,19990920,1999-09-20,20,9,Q3,1999,1,Monday,September
3576,19990925,1999-09-25,25,9,Q3,1999,6,Saturday,September
3577,19991002,1999-10-02,2,10,Q4,1999,6,Saturday,October
3578,19991015,1999-10-15,15,10,Q4,1999,5,Friday,October
3579,19991016,1999-10-16,16,10,Q4,1999,6,Saturday,October
3580,19991030,1999-10-30,30,10,Q4,1999,6,Saturday,October
3581,19991106,1999-11-06,6,11,Q4,1999,6,Saturday,November
3582,19991115,1999-11-15,15,11,Q4,1999,1,Monday,November
3583,19991129,1999-11-29,29,11,Q4,1999,1,Monday,November
3584,19991206,1999-12-06,6,12,Q4,1999,1,Monday,December
3585,20000101,2000-01-01,1,1,Q1,2000,6,Saturday,January
3586,20000122,2000-01-22,22,1,Q1,2000,6,Saturday,January
3587,20000124,2000-01-24,24,1,Q1,2000,1,Monday,January
3588,20000129,2000-01-29,29,1,Q1,2000,6,Saturday,January
3589,20000131,2000-01-31,31,1,Q1,2000,1,Monday,January
3590,20000219,2000-02-19,19,2,Q1,2000,6,Saturday,February
3591,20000226,2000-02-26,26,2,Q1,2000,6,Saturday,February
3592,20000304,2000-03-04,4,3,Q1,2000,6,Saturday,March
3593,20000311,2000-03-11,11,3,Q1,2000,6,Saturday,March
3594,20000318,2000-03-18,18,3,Q1,2000,6,Saturday,March
3595,20000324,2000-03-24,24,3,Q1,2000,5,Friday,March
3596,20000325,2000-03-25,25,3,Q1,2000,6,Saturday,March
3597,20000327,2000-03-27,27,3,Q1,2000,1,Monday,March
3598,20000403,2000-04-03,3,4,Q2,2000,1,Monday,April
3599,20000605,2000-06-05,5,6,Q2,2000,1,Monday,June
3600,20000703,2000-07-03,3,7,Q3,2000,1,Monday,July
3601,20000904,2000-09-04,4,9,Q3,2000,1,Monday,September
3602,20001204,2000-12-04,4,12,Q4,2000,1,Monday,December
3603,20010122,2001-01-22,22,1,Q1,2001,1,Monday,January
3604,20010205,2001-02-05,5,2,Q1,2001,1,Monday,February
3605,20010326,2001-03-26,26,3,Q1,2001,1,Monday,March
3606,20010327,2001-03-27,27,3,Q1,2001,2,Tuesday,March
3607,20010402,2001-04-02,2,4,Q2,2001,1,Monday,April
3608,20010424,2001-04-24,24,4,Q2,2001,2,Tuesday,April
3609,20010501,2001-05-01,1,5,Q2,2001,2,Tuesday,May
3610,20010508,2001-05-08,8,5,Q2,2001,2,Tuesday,May
3611,20010515,2001-05-15,15,5,Q2,2001,2,Tuesday,May
3612,20010604,2001-06-04,4,6,Q2,2001,1,Monday,June
3613,20010702,2001-07-02,2,7,Q3,2001,1,Monday,July
3614,20010807,2001-08-07,7,8,Q3,2001,2,Tuesday,August
3615,20010814,2001-08-14,14,8,Q3,2001,2,Tuesday,August
3616,20010903,2001-09-03,3,9,Q3,2001,1,Monday,September
3617,20010926,2001-09-26,26,9,Q3,2001,3,Wednesday,September
3618,20011002,2001-10-02,2,10,Q4,2001,2,Tuesday,October
3619,20011009,2001-10-09,9,10,Q4,2001,2,Tuesday,October
3620,20011105,2001-11-05,5,11,Q4,2001,1,Monday,November
3621,20011114,2001-11-14,14,11,Q4,2001,3,Wednesday,November
3622,20011119,2001-11-19,19,11,Q4,2001,1,Monday,November
3623,20011120,2001-11-20,20,11,Q4,2001,2,Tuesday,November
3624,20011126,2001-11-26,26,11,Q4,2001,1,Monday,November
3625,20011127,2001-11-27,27,11,Q4,2001,2,Tuesday,November
3626,20011204,2001-12-04,4,12,Q4,2001,2,Tuesday,December
3627,20020121,2002-01-21,21,1,Q1,2002,1,Monday,January
3628,20020204,2002-02-04,4,2,Q1,2002,1,Monday,February
3629,20020325,2002-03-25,25,3,Q1,2002,1,Monday,March
3630,20020401,2002-04-01,1,4,Q2,2002,1,Monday,April
3631,20020423,2002-04-23,23,4,Q2,2002,2,Tuesday,April
3632,20020514,2002-05-14,14,5,Q2,2002,2,Tuesday,May
3633,20020603,2002-06-03,3,6,Q2,2002,1,Monday,June
3634,20020701,2002-07-01,1,7,Q3,2002,1,Monday,July
3635,20020709,2002-07-09,9,7,Q3,2002,2,Tuesday,July
3636,20020902,2002-09-02,2,9,Q3,2002,1,Monday,September
3637,20020916,2002-09-16,16,9,Q3,2002,1,Monday,September
3638,20020924,2002-09-24,24,9,Q3,2002,2,Tuesday,September
3639,20021104,2002-11-04,4,11,Q4,2002,1,Monday,November
3640,20021118,2002-11-18,18,11,Q4,2002,1,Monday,November
3641,20021119,2002-11-19,19,11,Q4,2002,2,Tuesday,November
3642,20021125,2002-11-25,25,11,Q4,2002,1,Monday,November
3643,20021202,2002-12-02,2,12,Q4,2002,1,Monday,December
3644,20021209,2002-12-09,9,12,Q4,2002,1,Monday,December
3645,20021216,2002-12-16,16,12,Q4,2002,1,Monday,December
3646,20030120,2003-01-20,20,1,Q1,2003,1,Monday,January
3647,20030203,2003-02-03,3,2,Q1,2003,1,Monday,February
3648,20030324,2003-03-24,24,3,Q1,2003,1,Monday,March
3649,20030331,2003-03-31,31,3,Q1,2003,1,Monday,March
3650,20030602,2003-06-02,2,6,Q2,2003,1,Monday,June
3651,20030630,2003-06-30,30,6,Q2,2003,1,Monday,June
3652,20030901,2003-09-01,1,9,Q3,2003,1,Monday,September
3653,20030915,2003-09-15,15,9,Q3,2003,1,Monday,September
3654,20031103,2003-11-03,3,11,Q4,2003,1,Monday,November
3655,20031117,2003-11-17,17,11,Q4,2003,1,Monday,November
3656,20031124,2003-11-24,24,11,Q4,2003,1,Monday,November
3657,20031201,2003-12-01,1,12,Q4,2003,1,Monday,December
3658,20031208,2003-12-08,8,12,Q4,2003,1,Monday,December
3659,20031215,2003-12-15,15,12,Q4,2003,1,Monday,December
3660,20040126,2004-01-26,26,1,Q1,2004,1,Monday,January
3661,20040202,2004-02-02,2,2,Q1,2004,1,Monday,February
3662,20040309,2004-03-09,9,3,Q1,2004,2,Tuesday,March
3663,20040315,2004-03-15,15,3,Q1,2004,1,Monday,March
3664,20040329,2004-03-29,29,3,Q1,2004,1,Monday,March
3665,20040405,2004-04-05,5,4,Q2,2004,1,Monday,April
3666,20040531,2004-05-31,31,5,Q2,2004,1,Monday,May
3667,20040628,2004-06-28,28,6,Q2,2004,1,Monday,June
3668,20040906,2004-09-06,6,9,Q3,2004,1,Monday,September
3669,20040920,2004-09-20,20,9,Q3,2004,1,Monday,September
3670,20041108,2004-11-08,8,11,Q4,2004,1,Monday,November
3671,20041122,2004-11-22,22,11,Q4,2004,1,Monday,November
3672,20041129,2004-11-29,29,11,Q4,2004,1,Monday,November
3673,20041206,2004-12-06,6,12,Q4,2004,1,Monday,December
3674,20041213,2004-12-13,13,12,Q4,2004,1,Monday,December
3675,20050124,2005-01-24,24,1,Q1,2005,1,Monday,January
3676,20050228,2005-02-28,28,2,Q1,2005,1,Monday,February
3677,20050314,2005-03-14,14,3,Q1,2005,1,Monday,March
3678,20050328,2005-03-28,28,3,Q1,2005,1,Monday,March
3679,20050329,2005-03-29,29,3,Q1,2005,2,Tuesday,March
3680,20050405,2005-04-05,5,4,Q2,2005,2,Tuesday,April
3681,20050530,2005-05-30,30,5,Q2,2005,1,Monday,May
3682,20050627,2005-06-27,27,6,Q2,2005,1,Monday,June
3683,20050711,2005-07-11,11,7,Q3,2005,1,Monday,July
3684,20050905,2005-09-05,5,9,Q3,2005,1,Monday,September
3685,20050919,2005-09-19,19,9,Q3,2005,1,Monday,September
3686,20051107,2005-11-07,7,11,Q4,2005,1,Monday,November
3687,20051121,2005-11-21,21,11,Q4,2005,1,Monday,November
3688,20051128,2005-11-28,28,11,Q4,2005,1,Monday,November
3689,20051205,2005-12-05,5,12,Q4,2005,1,Monday,December
3690,20051212,2005-12-12,12,12,Q4,2005,1,Monday,December
3691,20060123,2006-01-23,23,1,Q1,2006,1,Monday,January
3692,20060206,2006-02-06,6,2,Q1,2006,1,Monday,February
3693,20060313,2006-03-13,13,3,Q1,2006,1,Monday,March
3694,20060327,2006-03-27,27,3,Q1,2006,1,Monday,March
3695,20060403,2006-04-03,3,4,Q2,2006,1,Monday,April
3696,20060605,2006-06-05,5,6,Q2,2006,1,Monday,June
3697,20060703,2006-07-03,3,7,Q3,2006,1,Monday,July
3698,20060904,2006-09-04,4,9,Q3,2006,1,Monday,September
3699,20060918,2006-09-18,18,9,Q3,2006,1,Monday,September
3700,20061106,2006-11-06,6,11,Q4,2006,1,Monday,November
3701,20061120,2006-11-20,20,11,Q4,2006,1,Monday,November
3702,20061127,2006-11-27,27,11,Q4,2006,1,Monday,November
3703,20061204,2006-12-04,4,12,Q4,2006,1,Monday,December
3704,20061218,2006-12-18,18,12,Q4,2006,1,Monday,December
3705,20061225,2006-12-25,25,12,Q4,2006,1,Monday,December
3706,20070122,2007-01-22,22,1,Q1,2007,1,Monday,January
3707,20070205,2007-02-05,5,2,Q1,2007,1,Monday,February
3708,20070312,2007-03-12,12,3,Q1,2007,1,Monday,March
3709,20070326,2007-03-26,26,3,Q1,2007,1,Monday,March
3710,20070402,2007-04-02,2,4,Q2,2007,1,Monday,April
3711,20070416,2007-04-16,16,4,Q2,2007,1,Monday,April
3712,20070521,2007-05-21,21,5,Q2,2007,1,Monday,May
3713,20070604,2007-06-04,4,6,Q2,2007,1,Monday,June
3714,20070702,2007-07-02,2,7,Q3,2007,1,Monday,July
3715,20070806,2007-08-06,6,8,Q3,2007,1,Monday,August
3716,20070820,2007-08-20,20,8,Q3,2007,1,Monday,August
3717,20070903,2007-09-03,3,9,Q3,2007,1,Monday,September
3718,20070917,2007-09-17,17,9,Q3,2007,1,Monday,September
3719,20071029,2007-10-29,29,10,Q4,2007,1,Monday,October
3720,20071105,2007-11-05,5,11,Q4,2007,1,Monday,November
3721,20071119,2007-11-19,19,11,Q4,2007,1,Monday,November
3722,20071126,2007-11-26,26,11,Q4,2007,1,Monday,November
3723,20071203,2007-12-03,3,12,Q4,2007,1,Monday,December
3724,20071210,2007-12-10,10,12,Q4,2007,1,Monday,December
3725,20071217,2007-12-17,17,12,Q4,2007,1,Monday,December
3726,20080121,2008-01-21,21,1,Q1,2008,1,Monday,January
3727,20080204,2008-02-04,4,2,Q1,2008,1,Monday,February
3728,20080310,2008-03-10,10,3,Q1,2008,1,Monday,March
3729,20080317,2008-03-17,17,3,Q1,2008,1,Monday,March
3730,20080324,2008-03-24,24,3,Q1,2008,1,Monday,March
3731,20080331,2008-03-31,31,3,Q1,2008,1,Monday,March
3732,20080407,2008-04-07,7,4,Q2,2008,1,Monday,April
3733,20080421,2008-04-21,21,4,Q2,2008,1,Monday,April
3734,20080512,2008-05-12,12,5,Q2,2008,1,Monday,May
3735,20080519,2008-05-19,19,5,Q2,2008,1,Monday,May
3736,20080526,2008-05-26,26,5,Q2,2008,1,Monday,May
3737,20080602,2008-06-02,2,6,Q2,2008,1,Monday,June
3738,20080630,2008-06-30,30,6,Q2,2008,1,Monday,June
3739,20080818,2008-08-18,18,8,Q3,2008,1,Monday,August
3740,20080901,2008-09-01,1,9,Q3,2008,1,Monday,September
3741,20080915,2008-09-15,15,9,Q3,2008,1,Monday,September
3742,20081013,2008-10-13,13,10,Q4,2008,1,Monday,October
3743,20081027,2008-10-27,27,10,Q4,2008,1,Monday,October
3744,20081103,2008-11-03,3,11,Q4,2008,1,Monday,November
3745,20081110,2008-11-10,10,11,Q4,2008,1,Monday,November
3746,20081117,2008-11-17,17,11,Q4,2008,1,Monday,November
3747,20081124,2008-11-24,24,11,Q4,2008,1,Monday,November
3748,20081201,2008-12-01,1,12,Q4,2008,1,Monday,December
3749,20081208,2008-12-08,8,12,Q4,2008,1,Monday,December
3750,20081215,2008-12-15,15,12,Q4,2008,1,Monday,December
3751,20081222,2008-12-22,22,12,Q4,2008,1,Monday,December
3752,20081229,2008-12-29,29,12,Q4,2008,1,Monday,December
3753,20090126,2009-01-26,26,1,Q1,2009,1,Monday,January
3754,20090302,2009-03-02,2,3,Q1,2009,1,Monday,March
3755,20090309,2009-03-09,9,3,Q1,2009,1,Monday,March
3756,20090316,2009-03-16,16,3,Q1,2009,1,Monday,March
3757,20090323,2009-03-23,23,3,Q1,2009,1,Monday,March
3758,20090330,2009-03-30,30,3,Q1,2009,1,Monday,March
3759,20090413,2009-04-13,13,4,Q2,2009,1,Monday,April
3760,20090511,2009-05-11,11,5,Q2,2009,1,Monday,May
3761,20090518,2009-05-18,18,5,Q2,2009,1,Monday,May
3762,20090601,2009-06-01,1,6,Q2,2009,1,Monday,June
3763,20090615,2009-06-15,15,6,Q2,2009,1,Monday,June
3764,20090629,2009-06-29,29,6,Q2,2009,1,Monday,June
3765,20090720,2009-07-20,20,7,Q3,2009,1,Monday,July
3766,20090803,2009-08-03,3,8,Q3,2009,1,Monday,August
3767,20090817,2009-08-17,17,8,Q3,2009,1,Monday,August
3768,20090824,2009-08-24,24,8,Q3,2009,1,Monday,August
3769,20090907,2009-09-07,7,9,Q3,2009,1,Monday,September
3770,20090914,2009-09-14,14,9,Q3,2009,1,Monday,September
3771,20091012,2009-10-12,12,10,Q4,2009,1,Monday,October
3772,20091109,2009-11-09,9,11,Q4,2009,1,Monday,November
3773,20091116,2009-11-16,16,11,Q4,2009,1,Monday,November
3774,20091123,2009-11-23,23,11,Q4,2009,1,Monday,November
3775,20091130,2009-11-30,30,11,Q4,2009,1,Monday,November
3776,20091207,2009-12-07,7,12,Q4,2009,1,Monday,December
3777,20091221,2009-12-21,21,12,Q4,2009,1,Monday,December
3778,20091228,2009-12-28,28,12,Q4,2009,1,Monday,December
3779,20100125,2010-01-25,25,1,Q1,2010,1,Monday,January
3780,20100301,2010-03-01,1,3,Q1,2010,1,Monday,March
3781,20100308,2010-03-08,8,3,Q1,2010,1,Monday,March
3782,20100315,2010-03-15,15,3,Q1,2010,1,Monday,March
3783,20100322,2010-03-22,22,3,Q1,2010,1,Monday,March
3784,20100329,2010-03-29,29,3,Q1,2010,1,Monday,March
3785,20100412,2010-04-12,12,4,Q2,2010,1,Monday,April
3786,20100426,2010-04-26,26,4,Q2,2010,1,Monday,April
3787,20100510,2010-05-10,10,5,Q2,2010,1,Monday,May
3788,20100517,2010-05-17,17,5,Q2,2010,1,Monday,May
3789,20100531,2010-05-31,31,5,Q2,2010,1,Monday,May
3790,20100614,2010-06-14,14,6,Q2,2010,1,Monday,June
3791,20100628,2010-06-28,28,6,Q2,2010,1,Monday,June
3792,20100802,2010-08-02,2,8,Q3,2010,1,Monday,August
3793,20100816,2010-08-16,16,8,Q3,2010,1,Monday,August
3794,20100823,2010-08-23,23,8,Q3,2010,1,Monday,August
3795,20100906,2010-09-06,6,9,Q3,2010,1,Monday,September
3796,20100913,2010-09-13,13,9,Q3,2010,1,Monday,September
3797,20101011,2010-10-11,11,10,Q4,2010,1,Monday,October
3798,20101108,2010-11-08,8,11,Q4,2010,1,Monday,November
3799,20101115,2010-11-15,15,11,Q4,2010,1,Monday,November
3800,20101122,2010-11-22,22,11,Q4,2010,1,Monday,November
3801,20101129,2010-11-29,29,11,Q4,2010,1,Monday,November
3802,20101206,2010-12-06,6,12,Q4,2010,1,Monday,December
3803,20101213,2010-12-13,13,12,Q4,2010,1,Monday,December
3804,20101220,2010-12-20,20,12,Q4,2010,1,Monday,December
3805,20101227,2010-12-27,27,12,Q4,2010,1,Monday,December
3806,20110124,2011-01-24,24,1,Q1,2011,1,Monday,January
3807,20110228,2011-02-28,28,2,Q1,2011,1,Monday,February
3808,20110307,2011-03-07,7,3,Q1,2011,1,Monday,March
3809,20110314,2011-03-14,14,3,Q1,2011,1,Monday,March
3810,20110321,2011-03-21,21,3,Q1,2011,1,Monday,March
3811,20110328,2011-03-28,28,3,Q1,2011,1,Monday,March
3812,20110411,2011-04-11,11,4,Q2,2011,1,Monday,April
3813,20110502,2011-05-02,2,5,Q2,2011,1,Monday,May
3814,20110509,2011-05-09,9,5,Q2,2011,1,Monday,May
3815,20110516,2011-05-16,16,5,Q2,2011,1,Monday,May
3816,20110523,2011-05-23,23,5,Q2,2011,1,Monday,May
3817,20110530,2011-05-30,30,5,Q2,2011,1,Monday,May
3818,20110613,2011-06-13,13,6,Q2,2011,1,Monday,June
3819,20110627,2011-06-27,27,6,Q2,2011,1,Monday,June
3820,20110801,2011-08-01,1,8,Q3,2011,1,Monday,August
3821,20110815,2011-08-15,15,8,Q3,2011,1,Monday,August
3822,20110822,2011-08-22,22,8,Q3,2011,1,Monday,August
3823,20110905,2011-09-05,5,9,Q3,2011,1,Monday,September
3824,20110912,2011-09-12,12,9,Q3,2011,1,Monday,September
3825,20111010,2011-10-10,10,10,Q4,2011,1,Monday,October
3826,20111114,2011-11-14,14,11,Q4,2011,1,Monday,November
3827,20111121,2011-11-21,21,11,Q4,2011,1,Monday,November
3828,20111128,2011-11-28,28,11,Q4,2011,1,Monday,November
3829,20111205,2011-12-05,5,12,Q4,2011,1,Monday,December
3830,20111212,2011-12-12,12,12,Q4,2011,1,Monday,December
3831,20111219,2011-12-19,19,12,Q4,2011,1,Monday,December
3832,20120123,2012-01-23,23,1,Q1,2012,1,Monday,January
3833,20120206,2012-02-06,6,2,Q1,2012,1,Monday,February
3834,20120305,2012-03-05,5,3,Q1,2012,1,Monday,March
3835,20120312,2012-03-12,12,3,Q1,2012,1,Monday,March
3836,20120319,2012-03-19,19,3,Q1,2012,1,Monday,March
3837,20120326,2012-03-26,26,3,Q1,2012,1,Monday,March
3838,20120402,2012-04-02,2,4,Q2,2012,1,Monday,April
3839,20120416,2012-04-16,16,4,Q2,2012,1,Monday,April
3840,20120507,2012-05-07,7,5,Q2,2012,1,Monday,May
3841,20120514,2012-05-14,14,5,Q2,2012,1,Monday,May
3842,20120528,2012-05-28,28,5,Q2,2012,1,Monday,May
3843,20120604,2012-06-04,4,6,Q2,2012,1,Monday,June
3844,20120702,2012-07-02,2,7,Q3,2012,1,Monday,July
3845,20120813,2012-08-13,13,8,Q3,2012,1,Monday,August
3846,20120820,2012-08-20,20,8,Q3,2012,1,Monday,August
3847,20120903,2012-09-03,3,9,Q3,2012,1,Monday,September
3848,20120910,2012-09-10,10,9,Q3,2012,1,Monday,September
3849,20121008,2012-10-08,8,10,Q4,2012,1,Monday,October
3850,20121112,2012-11-12,12,11,Q4,2012,1,Monday,November
3851,20121119,2012-11-19,19,11,Q4,2012,1,Monday,November
3852,20121126,2012-11-26,26,11,Q4,2012,1,Monday,November
3853,20121203,2012-12-03,3,12,Q4,2012,1,Monday,December
3854,20121210,2012-12-10,10,12,Q4,2012,1,Monday,December
3855,20121217,2012-12-17,17,12,Q4,2012,1,Monday,December
3856,20121224,2012-12-24,24,12,Q4,2012,1,Monday,December
3857,20130121,2013-01-21,21,1,Q1,2013,1,Monday,January
3858,20130128,2013-01-28,28,1,Q1,2013,1,Monday,January
3859,20130304,2013-03-04,4,3,Q1,2013,1,Monday,March
3860,20130311,2013-03-11,11,3,Q1,2013,1,Monday,March
3861,20130318,2013-03-18,18,3,Q1,2013,1,Monday,March
3862,20130325,2013-03-25,25,3,Q1,2013,1,Monday,March
3863,20130401,2013-04-01,1,4,Q2,2013,1,Monday,April
3864,20130415,2013-04-15,15,4,Q2,2013,1,Monday,April
3865,20130506,2013-05-06,6,5,Q2,2013,1,Monday,May
3866,20130513,2013-05-13,13,5,Q2,2013,1,Monday,May
3867,20130520,2013-05-20,20,5,Q2,2013,1,Monday,May
3868,20130603,2013-06-03,3,6,Q2,2013,1,Monday,June
3869,20130701,2013-07-01,1,7,Q3,2013,1,Monday,July
3870,20130812,2013-08-12,12,8,Q3,2013,1,Monday,August
3871,20130819,2013-08-19,19,8,Q3,2013,1,Monday,August
3872,20130902,2013-09-02,2,9,Q3,2013,1,Monday,September
3873,20130909,2013-09-09,9,9,Q3,2013,1,Monday,September
3874,20131111,2013-11-11,11,11,Q4,2013,1,Monday,November
3875,20131118,2013-11-18,18,11,Q4,2013,1,Monday,November
3876,20131125,2013-11-25,25,11,Q4,2013,1,Monday,November
3877,20131202,2013-12-02,2,12,Q4,2013,1,Monday,December
3878,20131209,2013-12-09,9,12,Q4,2013,1,Monday,December
3879,20131216,2013-12-16,16,12,Q4,2013,1,Monday,December
3880,20131223,2013-12-23,23,12,Q4,2013,1,Monday,December
3881,20140120,2014-01-20,20,1,Q1,2014,1,Monday,January
3882,20140303,2014-03-03,3,3,Q1,2014,1,Monday,March
3883,20140310,2014-03-10,10,3,Q1,2014,1,Monday,March
3884,20140317,2014-03-17,17,3,Q1,2014,1,Monday,March
3885,20140324,2014-03-24,24,3,Q1,2014,1,Monday,March
3886,20140331,2014-03-31,31,3,Q1,2014,1,Monday,March
3887,20140414,2014-04-14,14,4,Q2,2014,1,Monday,April
3888,20140505,2014-05-05,5,5,Q2,2014,1,Monday,May
3889,20140512,2014-05-12,12,5,Q2,2014,1,Monday,May
3890,20140519,2014-05-19,19,5,Q2,2014,1,Monday,May
3891,20140602,2014-06-02,2,6,Q2,2014,1,Monday,June
3892,20140630,2014-06-30,30,6,Q2,2014,1,Monday,June
3893,20140811,2014-08-11,11,8,Q3,2014,1,Monday,August
3894,20140818,2014-08-18,18,8,Q3,2014,1,Monday,August
3895,20140901,2014-09-01,1,9,Q3,2014,1,Monday,September
3896,20140908,2014-09-08,8,9,Q3,2014,1,Monday,September
3897,20141006,2014-10-06,6,10,Q4,2014,1,Monday,October
3898,20141103,2014-11-03,3,11,Q4,2014,1,Monday,November
3899,20141110,2014-11-10,10,11,Q4,2014,1,Monday,November
3900,20141117,2014-11-17,17,11,Q4,2014,1,Monday,November
3901,20141124,2014-11-24,24,11,Q4,2014,1,Monday,November
